location,most_liked_dish,no_of_restaurants
Jayanagar,Chocolate Malt,6
Brookefield,Dhokla,6
Jayanagar,Palak Rice,6
Commercial Street,Whopper Burger,6
Banaswadi,Hash Brown,6
Indiranagar,Maki Roll,6
Kalyan Nagar,Pork Tonkatsu,6
Malleshwaram,Mushroom Soup,6
Jayanagar,Chinese Chop Suey,6
Bannerghatta Road,Chole Bhature,6
Bellandur,Apple Pie,6
Koramangala 5th Block,Vanilla Ice Cream,6
Indiranagar,Pasta Alfredo,6
Nagawara,Salads,6
HSR,Wood Fire Pizza,6
"ITPL Main Road, Whitefield",Pasta,6
Indiranagar,Rasgulla,6
Kalyan Nagar,Ferrero Rocher Shake,6
Bellandur,Roti,6
Brigade Road,Chicken Burger,6
BTM,Sweet Kachori,6
BTM,Kizhi Biryani,6
Kalyan Nagar,Mutton Seekh,6
Kammanahalli,Beef Fry,6
Rajajinagar,Tiramisu,6
Malleshwaram,French Chicken,6
JP Nagar,Dragon Chicken,6
Sarjapur Road,Butter Naan,6
Indiranagar,Idli,6
Kalyan Nagar,Smoothie Bowl,6
Kalyan Nagar,Beef Burger,6
Kammanahalli,Chaat,6
Shanti Nagar,Pongal,6
BTM,Grilled Burger,6
Malleshwaram,Beetroot Payasam,6
New BEL Road,Chicken Satay,6
JP Nagar,Tandoori Mushrooms,6
Koramangala 1st Block,Garlic Naan,6
Race Course Road,Dal Makhani,6
Rajajinagar,Veg Buffet,6
Basavanagudi,Ferrero Rocher Shake,6
JP Nagar,Carrot Halwa,6
Sarjapur Road,Teriyaki Fish,6
Bellandur,Kachori,6
Residency Road,Hariyali Chicken,6
Commercial Street,Dahipuri,6
Kalyan Nagar,Rolls,6
Vijay Nagar,Neer Dosa,6
Jayanagar,Club Sandwich,6
Seshadripuram,Noodles,6
Old Airport Road,Mutton Biryani,6
Kalyan Nagar,Bbq Chicken Pizza,6
Malleshwaram,Chicken Fajita,6
Marathahalli,Chicken Steak,6
Frazer Town,Veg Momos,6
Kalyan Nagar,Poha,6
Seshadripuram,Hot Chocolate,6
Rajajinagar,Egg Chilli,6
Shivajinagar,Biryani,6
Indiranagar,Watermelon Feta Salad,6
Basavanagudi,Peri Peri Fries,6
Bannerghatta Road,Pie,6
Sarjapur Road,Pepperoni Pizza,6
Brookefield,Chole Bhature,6
BTM,Samosa,6
Indiranagar,Neer Dosa,6
Electronic City,Chicken Biryani,6
Jayanagar,Oreo Shake,6
Indiranagar,Wood Fire Pizza,6
Kalyan Nagar,Pasta Alfredo,6
HSR,Mashed Potato,6
Indiranagar,Coconut Souffle,6
Malleshwaram,Benne Masala Dosa,6
New BEL Road,Dragon Chicken,6
Basavanagudi,Veg Cheese Sandwich,6
Kalyan Nagar,Beef Hash,6
Sarjapur Road,Paneer Pakora,6
Brookefield,Wedges,6
Indiranagar,Crab Burger,6
Kalyan Nagar,Potato Wedges,6
HBR Layout,Peri Peri Chicken,6
Koramangala 7th Block,Paneer Sandwich,6
Koramangala 7th Block,Chicken Grill,6
Vasanth Nagar,Chicken Wings,6
Kammanahalli,Roti,6
Malleshwaram,Wings,6
Malleshwaram,Pasta Arrabiata,6
Cunningham Road,Biryani,6
Indiranagar,Creme Brulee,6
Seshadripuram,Rava Dosa,6
St. Marks Road,Coffee,6
Koramangala,Salads,6
Koramangala 7th Block,Sandwiches,6
Koramangala 7th Block,Butter Chicken,6
Banaswadi,Bonda,6
Kalyan Nagar,Vegetable Biryani,6
Banashankari,Sushi,6
BTM,Shikanji,6
Bannerghatta Road,Fish Curry,6
Koramangala 7th Block,Pasta,6
Bannerghatta Road,Sabudana Vada,6
HSR,Crispy Chicken,6
Koramangala 1st Block,Brownie Fudge,6
Jayanagar,Haleem,6
Seshadripuram,Chop Suey,6
Seshadripuram,Fafda,6
BTM,Hot Dog,6
Indiranagar,Paneer Makhani,6
Indiranagar,Soan Papdi,6
Koramangala 4th Block,Churma,6
Banashankari,Lassi,6
Jayanagar,Beer,6
Koramangala,Sandwich,6
Seshadripuram,Misal Pav,6
Indiranagar,Butterscotch Shake,6
Brigade Road,Maharaja Mac,6
MG Road,Chocolate Hazelnut Mousse,6
HSR,Kesari Bath,6
Koramangala,Brownie Chocolate,6
HSR,Dumplings,6
Residency Road,Dragon Rolls,6
Brigade Road,Beef Steak,6
Cunningham Road,Buttermilk,6
Koramangala 5th Block,Lemon Tea,6
Rajajinagar,Chicken Achari Tikka,6
Jayanagar,Cheese Garlic Naan,6
Bellandur,Hot Chocolate,6
MG Road,Som Tam,6
Koramangala 4th Block,Raita,6
Hosur Road,Buttermilk,6
New BEL Road,Pav Bhaji,6
Shivajinagar,Paper Masala Dosa,6
Whitefield,Chicken Tikka Masala,6
HSR,Spicy Chicken,6
HSR,Idli Sambar,6
Frazer Town,Al Faham Chicken,6
Kalyan Nagar,Chicken Pasta,6
Hosur Road,Tea,6
HSR,Murgh Makhni,6
Jayanagar,Rice Bowl,6
Shanti Nagar,Dahipuri,6
Electronic City,Chicken Roll,6
Koramangala 5th Block,Paneer Pockets,6
Kalyan Nagar,Club Sandwich,6
Kammanahalli,Terminator Burger,6
Rajajinagar,Panneer Butter Masala,6
Indiranagar,Cheese Corn Balls,6
Indiranagar,Bbq Pizza,6
MG Road,Jasmine Tea,6
Infantry Road,Firni,6
Malleshwaram,Veg Platter,6
Sarjapur Road,Lassi,6
HSR,Murgh Makhani,6
HSR,Kharabath,6
Old Airport Road,Murgh Lababdar,6
Indiranagar,Tortilla Chips,6
JP Nagar,Veg Ball Manchurian,6
Commercial Street,Chicken Whopper,6
Indiranagar,Dal Makhani,6
Jayanagar,Cheese Sandwich,5
Sarjapur Road,Tea,5
East Bangalore,Fries,5
Brigade Road,Pork Chops,5
Banashankari,Chicken Masala,5
Basavanagudi,Vada Pav,5
Bannerghatta Road,Pepper Chicken,5
Sarjapur Road,Kerala Parotta,5
Marathahalli,Sunday Brunch,5
Indiranagar,Ravioli Pasta,5
Koramangala 5th Block,Mutton Biryani,5
Kalyan Nagar,Chole Bhature,5
Old Airport Road,Chicken Soup,5
New BEL Road,Dum Biryani,5
Sarjapur Road,Vada Pav,5
HSR,Rajma Chawal,5
Bellandur,Kaju Katli,5
Brigade Road,Fried Rice,5
Koramangala 5th Block,Tawa Chicken,5
Indiranagar,Macaroon,5
Old Airport Road,Chips,5
Banashankari,Chicken Lollipop,5
Koramangala 5th Block,Ice Tea,5
Basavanagudi,Rava Dosa,5
Bannerghatta Road,Dum Biryani,5
Bellandur,Petha,5
Church Street,Dj,5
Marathahalli,Masala Prawn,5
BTM,Gur Ice Cream,5
Indiranagar,Imli,5
JP Nagar,Ghee Rice,5
Bannerghatta Road,Fried Noodles,5
Frazer Town,Irani Chai,5
Lavelle Road,Caviar,5
Koramangala,Raita,5
HSR,Kanda Poha,5
HSR,Kanda Bhaji,5
HSR,Chicken Sausages,5
Sarjapur Road,Chicken Tikka Roll,5
Church Street,Tandoori Chicken,5
Marathahalli,Tandoori Roti,5
Koramangala 5th Block,Malai Kulfi,5
Old Airport Road,Rava Dosa,5
Kalyan Nagar,Chicken Kolhapuri,5
Sadashiv Nagar,Chaat,5
Basavanagudi,Deluxe Punjabi Thali,5
Bellandur,Nachos,5
Koramangala 5th Block,Masala Pav,5
Richmond Road,Teriyaki Chicken,5
Richmond Road,Seekh Kebab,5
HSR,Badam Milk,5
Kammanahalli,Berryblast,5
Residency Road,Prawn,5
Residency Road,Pork Rice,5
Whitefield,Galauti Kebab,5
Koramangala 5th Block,Nutella Shake,5
Kalyan Nagar,Paneer Tikka,5
Frazer Town,Fried Rice,5
Sarjapur Road,Beda Roti,5
Frazer Town,Kerala Parotta,5
Domlur,Hyderabadi Biryani,5
Lavelle Road,Ravioli,5
Lavelle Road,Laksa,5
Whitefield,Rumali Roti,5
BTM,Masala Tea,5
Residency Road,Samosa,5
Marathahalli,Rasgulla,5
Whitefield,Brownie Chocolate,5
Kammanahalli,Chicken Kudu Roll,5
Indiranagar,Hot Pot,5
Kalyan Nagar,Kadai Paneer,5
Jayanagar,Paneer Biryani,5
Indiranagar,Raita,5
Indiranagar,Tikka Masala Burrito,5
Indiranagar,Mughlai Paratha,5
Bellandur,Ferrero Rocher Shake,5
Bellandur,Veg Maggi,5
HSR,Sweet Corn Soup,5
Church Street,Mutton Cutlets,5
Infantry Road,Masala Dosa,5
HSR,White Sauce Pasta,5
Kammanahalli,Prawn Curry,5
Bellandur,Thick Shakes,5
Bellandur,Masala Vada Pav,5
Richmond Road,Seekh Roll,5
Frazer Town,Sea Food,5
Banaswadi,Chicken Lollipop,5
Indiranagar,Lamb,5
Marathahalli,Veg Sushi,5
Seshadripuram,Brownie Bomb,5
HSR,Sushi,5
Koramangala 4th Block,Roti,5
Malleshwaram,Rabri,5
Basavanagudi,Maggi,5
Jayanagar,Shrikhand,5
Indiranagar,Chicken Noodle,5
Kalyan Nagar,Gulab Jamun,5
Banashankari,Chocolate Momos,5
Kammanahalli,Momos,5
Kumaraswamy Layout,Paratha,5
Banashankari,Pesto Pizza,5
St. Marks Road,Beef Steak,5
"Varthur Main Road, Whitefield",Tea,5
Koramangala 7th Block,Malabari Biryani,5
Kammanahalli,Chicken Thukpa,5
Indiranagar,Kesari Bath,5
Indiranagar,Podi Dosa,5
Sarjapur Road,Thai Fries,5
Sarjapur Road,Crab Fry,5
Brookefield,Al Faham Chicken,5
Kalyan Nagar,Veg Pulao,5
Sadashiv Nagar,Vegetarian,5
Basavanagudi,Veg Momos,5
JP Nagar,Friendly Staff,5
Brigade Road,Blueberry Muffin,5
Frazer Town,Paya Soup,5
Richmond Road,Hazelnut Ice Cream,5
Whitefield,Misal Pav,5
Indiranagar,Chicken Quesadilla,5
Banashankari,Chocolate Banana,5
Bellandur,German Chocolate,5
Brookefield,Clear Soup,5
Marathahalli,Chicken Noodle,5
Jayanagar,Chinese Bhel,5
Kaggadasapura,Tandoori Roti,5
Whitefield,Bruschettas,5
Banashankari,Tea,5
Jayanagar,Chicken Filet Burger,5
Richmond Road,Date Pancakes,5
Electronic City,Chicken Burger,5
Jayanagar,Chicken Tikka Masala,5
Jayanagar,Crispy Corn,5
Koramangala 6th Block,Chai,5
Banaswadi,Nachos,5
BTM,Garlic Butter Noodle,5
Sarjapur Road,Rumali Roti,5
Residency Road,Banana Cake,5
Whitefield,Keema Pav,5
Kalyan Nagar,Filter Coffee,5
Koramangala 4th Block,Neer Dosa,5
Brookefield,Andhra Meal,5
Brookefield,Mutton Kosha,5
Koramangala 5th Block,Masala Idli,5
Indiranagar,Rice,5
Indiranagar,Chicken Guntur,5
Koramangala 4th Block,Nawabi Pizza,5
HSR,Hazelnut Latte,5
Richmond Road,Tiramisu,5
Jayanagar,Nitrogen Ice Cream,5
Koramangala 8th Block,Chocolate Decadence,5
Marathahalli,Vada Pav,5
Koramangala 5th Block,Paya Soup,5
Kalyan Nagar,Schnitzel,5
Whitefield,Kerala Parotta,5
Koramangala 7th Block,Chicken Curry,5
Kalyan Nagar,Steak,5
Basavanagudi,Raagi Dosa,5
HSR,Cheese Corn Balls,5
Brigade Road,Chicken Donburi,5
Richmond Road,Chicken Curry,5
Whitefield,Caesar Salad,5
Koramangala 8th Block,Hyderabadi Biryani,5
Koramangala 6th Block,Chicken Biryani,5
Koramangala 7th Block,Chocolate Thickshake,5
Koramangala 7th Block,Pepper Chicken,5
Hennur,Cheesy Fries,5
Bannerghatta Road,Haleem,5
HSR,Chilli Cheese Garlic Bread,5
Sarjapur Road,Bang Bang Chicken,5
Frazer Town,Gooey Brownie,5
Whitefield,Pomegranate Sorbet,5
New BEL Road,Sandwich,5
Jayanagar,Banana Walnut,5
Bannerghatta Road,Tomato Soup,5
"Varthur Main Road, Whitefield",Panipuri,5
HBR Layout,Chicken Samosa,5
Kammanahalli,Cheese Steak Pizza,5
Basavanagudi,White Pasta,5
Bannerghatta Road,Shawarma,5
Marathahalli,Hyderabadi Style Biryani,5
Brookefield,Veg Manchurian,5
Kalyan Nagar,Badami Kheer,5
BTM,Chicken Lollipop,5
Sadashiv Nagar,Nachos,5
JP Nagar,Chilli Chicken,5
Indiranagar,Mezze Platter,5
Banashankari,Spring Roll,5
Brigade Road,Ginger Chicken,5
Residency Road,Masala Chai,5
HSR,French Fries,5
Indiranagar,Chicken Delight,5
Koramangala 4th Block,Garlic Bread,5
Rajajinagar,Pepper Chicken,5
BTM,Chocolate Fudge,5
Indiranagar,Chicken Chilli Pizza,5
Kalyan Nagar,Beef Chilli,5
Basavanagudi,Mousse,5
JP Nagar,Neer Dosa,5
Bellandur,Chocolate Truffle,5
Whitefield,Beef Fry,5
Kammanahalli,Roast Chicken Pizza,5
Banashankari,Paneer Momos,5
Bannerghatta Road,Clear Soup,5
BTM,Fried Rice,5
Bellandur,Chicken Kebab Biryani,5
Bellandur,Dal Bati,5
Indiranagar,Badam Milk,5
Indiranagar,Cookie Crunch,5
Basavanagudi,Butter Naan,5
Frazer Town,Brain Fry,5
Commercial Street,Rasmalai,5
BTM,Paan Ice Cream,5
Banaswadi,Garlic Bread,5
Jayanagar,Dabeli,5
Bellandur,Chocolate Sundae,5
HSR,Vada Pav,5
Sarjapur Road,Chicken Baida Roti,5
Koramangala 7th Block,Lemon Tea,5
Ulsoor,Disco Chicken,5
Kammanahalli,Masala Prawn,5
Sarjapur Road,Kesar Pista,5
Indiranagar,Palak Chicken,5
Marathahalli,Dhokla,5
HBR Layout,Manchow Soup,5
Bannerghatta Road,Paan Ice Cream,5
Kalyan Nagar,Pork Curry,5
JP Nagar,Chicken Masala,5
Koramangala 8th Block,Chocolate Cake,5
Ulsoor,Fish Fry,5
Old Madras Road,Pizza,5
MG Road,Steak,5
HSR,Cheesy Fries,5
Indiranagar,Hydrabadi Biryani,5
BTM,Irish Coffee,5
Koramangala 6th Block,Supreme Pizza,5
Whitefield,Masala Dosa,5
Basavanagudi,Pakoda,5
Jayanagar,Corn Augratin,5
JP Nagar,Cheesiano Pizza,5
Marathahalli,Dal Tadka,5
Brookefield,Masala Papad,5
Koramangala 5th Block,Raan,5
Rajajinagar,Chicken Grill,5
Richmond Road,Hot Chocolate,5
MG Road,Wine,5
Church Street,Club Sandwich,5
Kammanahalli,Jumbo Chicken Roll,5
Old Airport Road,Rajma,5
Seshadripuram,Maggi,5
Jayanagar,Pumpkin Soup,5
Bellandur,Paneer Tikka,5
Marathahalli,Sandwiches,5
Kammanahalli,Roast Pork,5
Indiranagar,Paneer Tikka Pizza,5
Kalyan Nagar,White Sauce Pasta,5
JP Nagar,Hyderabadi Chicken Biryani,5
Whitefield,Faluda,5
Kalyan Nagar,Chicken Burger,5
Koramangala 5th Block,Milk Shake,5
Banashankari,Veg Momos,5
Jayanagar,Peri Peri Chicken Wings,5
Bellandur,Paneer Tikka Masala,5
Brigade Road,Chicken Noodle,5
Koramangala 8th Block,Biryani Box,5
Koramangala 5th Block,Laccha Paratha,5
Electronic City,Vegetarian,5
Indiranagar,Buttermilk,5
Jayanagar,Hot Chocolate Fudge,5
Whitefield,Idli,5
Banaswadi,Farsan,5
St. Marks Road,Tempura Prawns,5
Brigade Road,Vegetable Noodles,5
Richmond Road,Chocolate Mousse,5
Whitefield,Vada,5
Indiranagar,Kheer,5
Banashankari,Veg Kolhapuri,5
Jayanagar,Banana Cake,5
HSR,Maggi,5
Frazer Town,Mutton Chops,5
Brookefield,Pancakes,5
HSR,Sabudana Vada,5
Koramangala 4th Block,Veg Cutlet,5
Old Airport Road,Onion Rings,5
Church Street,Chicken Pepper Steak,5
BTM,Chai,5
Hennur,Beef Patty,5
Basavanagudi,Brinjal Curry,5
Marathahalli,Idli Vada,5
HSR,Rava Idli,5
Koramangala 4th Block,Rajma,5
Koramangala 7th Block,Mango Blast,5
Koramangala 4th Block,Idli,5
Bellandur,Waffles,5
Koramangala 5th Block,Aloo Samosa,5
Koramangala 5th Block,Nalli Nihari,5
Electronic City,Chicken Curry,5
Koramangala 1st Block,Masala Dosa,5
Frazer Town,Karachi Naan,5
Brigade Road,Rice Bowl,5
Lavelle Road,Tarkari Biryani,5
Marathahalli,Wheat Beer,5
Ulsoor,Peri Chicken,5
Malleshwaram,Idli Vada,5
Banashankari,Kali Dosa,5
Basavanagudi,Jowar Roti,5
JP Nagar,Punjabi Chole,5
Jayanagar,Brownie Sundae,5
Bellandur,Calzone,5
Richmond Road,Dal Bukhara,5
Kammanahalli,Mutton Roll,5
HSR,Ferrero Rocher,5
Koramangala 4th Block,Thukpa,5
Brigade Road,Bubble Gum Shake,5
JP Nagar,Bbq Burger,5
Whitefield,Beef Steak,5
Whitefield,Chicken Tikka Roll,5
Koramangala,Muradabadi Biryani,5
Bellandur,Chicken Shwarma Roll,5
Richmond Road,King Prawns,5
Infantry Road,Rava Idli,5
Brookefield,Egg Biryani,5
HSR,Choco Brownie Shake,5
Kammanahalli,Chicken Fries,5
HBR Layout,Chicken Biryani,5
Indiranagar,Donut,5
Kalyan Nagar,Pandi Curry,5
Koramangala 4th Block,Veg Momos,5
Koramangala 7th Block,Momos,5
Infantry Road,Akki Rottis,5
Koramangala 4th Block,Veggie Pizza,5
Bannerghatta Road,English Breakfast,5
Koramangala 7th Block,Masala Veg Frankie,5
Jayanagar,Masala Chai,5
Brookefield,Tandoori Momos,5
New BEL Road,Hyderabadi Biryani,5
Whitefield,Supreme Pizza,5
Jayanagar,Raan Biryani,5
Banashankari,Mushroom Momo,5
Sarjapur Road,Puran Poli,5
Residency Road,Egg Puff,5
Brookefield,Vegetarian,5
Koramangala 7th Block,Mutton Chops,5
Frazer Town,Masala Prawn,5
Kalyan Nagar,Honey Chilli Chicken,5
St. Marks Road,Friendly Staff,5
Brigade Road,Beef Momos,5
Bellandur,Chicken Tikka Masala,5
Sarjapur Road,Chicken Fry,5
Frazer Town,Pahari Chicken,5
Commercial Street,Badam Milk,5
Residency Road,Cheesecake,5
Whitefield,Khau Suey,5
Koramangala 4th Block,Chaat,5
Koramangala 7th Block,Chicken Shawarama,5
Indiranagar,Hariyali Kebab,5
Banaswadi,Sandwich,5
Church Street,Tender Coconut Payasam,5
Whitefield,Egg Pav Bhaji,5
Brookefield,Ghee Karam Dosa,5
Bellandur,Vegetable Biryani,5
Whitefield,Fruit Juices,5
HSR,Pav Bhaji,5
Indiranagar,Chocolate Waffles,5
Indiranagar,Cucumber Spritzer,5
Koramangala 5th Block,Choco Hazelnut,5
Banashankari,Buttermilk,5
Brigade Road,Kimchi,5
Brigade Road,Mixed Fried Rice,5
MG Road,Pork Chops,5
HSR,Puran Poli,5
Electronic City,Lassi,5
Indiranagar,Chocolate Lava,5
Koramangala 6th Block,Pane Pizza,5
Bannerghatta Road,Chicken Chowmein,5
Marathahalli,Mutton Seekh Kabab,5
Commercial Street,Tea,5
Residency Road,Veggie Wrap,5
Whitefield,French Toast,5
Indiranagar,Tiramisu Ice Cream,5
BTM,Alur Dom,5
Domlur,Cocktails,5
Bannerghatta Road,Spring Roll,5
Sarjapur Road,Chicken Manchurian,5
Frazer Town,Clear Chicken Soup,5
Frazer Town,Curry Crab,5
Vasanth Nagar,Noodles,5
Banashankari,Pho,5
JP Nagar,Paneer Kulcha,5
Bellandur,Veg Extravaganza Pizza,5
Brigade Road,Roast Pork,5
Brookefield,Long Island Iced Tea,5
Basavanagudi,Idli Chutney,5
Basavanagudi,Paneer Tikka Masala,5
Kammanahalli,Vanilla Ice Cream,5
Kammanahalli,Cheese Manakeesh,5
Jayanagar,Veg Pulao,5
Koramangala 4th Block,Gulab Jamun,5
Koramangala 4th Block,Salsa,5
New BEL Road,Paneer Roll,5
Jayanagar,Kitkat Waffles,5
Sarjapur Road,Biskoot Roti,5
Residency Road,Mango Juice,5
Whitefield,Clear Soup,5
Indiranagar,Crab Masala,5
Kalyan Nagar,Chicken Roll,5
Seshadripuram,Chocolate Mousse,5
Brigade Road,Potato Mash,5
Residency Road,Pancakes,5
HBR Layout,Chicken Grill,5
Indiranagar,Gooey Chocolate Cupcake,5
Brookefield,Murgh Ghee Roast,5
Hennur,Oreo Shake,5
Indiranagar,Bbq Burger,5
Kalyan Nagar,Stuffed Capsicum,5
Malleshwaram,Masala Dosa,5
Basavanagudi,Manchow Soup,5
Jayanagar,Chocolate Nut Sundae,5
HSR,Paneer Parantha,5
Church Street,Rumali Roti,5
Richmond Road,Chocolate Dessert,5
MG Road,Akki Rottis,5
HSR,Chocolate Doughnut,5
Koramangala 5th Block,Churros,5
Sadashiv Nagar,Paneer Tikka,5
New BEL Road,Salsa,5
Sarjapur Road,Cheese Pasta,5
Marathahalli,Cosmopolitan,5
Brookefield,Al Faham Chicken,5
Koramangala 5th Block,Rabri,5
Ulsoor,Beef Steak,5
Basavanagudi,Masala Vada Pav,5
Marathahalli,Chicken Pot Biryani,5
Brigade Road,Italian Wonder,5
Brookefield,Chocolate Bomb,5
Indiranagar,Tender Coconut Souffle,5
Banaswadi,Dhokla,5
Basaveshwara Nagar,Chaat,5
Jayanagar,Aam Panna,5
Bellandur,Vegetable Stew,5
Bellandur,Malai Kebab,5
St. Marks Road,Lunch Buffet,5
Kalyan Nagar,Filter Coffee,5
Basavanagudi,Kali Dosa,5
Bellandur,Thalassery Biryani,5
Brigade Road,Dumplings,5
Infantry Road,Rumali Roti,5
Brookefield,Mc Veggie,5
Kalyan Nagar,Bella Coffee,5
Koramangala 4th Block,Chicken Momo,5
Basavanagudi,Rajma,5
Bellandur,Paneer Biryani,5
Sarjapur Road,Shrikhand,5
Frazer Town,Momos,5
Richmond Road,Cheesecake,5
Lavelle Road,Butter Naan,5
Richmond Road,Salad,5
Banashankari,Biryani,5
Bellandur,Chop Suey,5
HSR,Pad Thai,5
Frazer Town,Rabri,5
HSR,Ulavacharu,5
Koramangala 7th Block,Whole Wheat Pita,5
Indiranagar,Rava Dosa,5
Basavanagudi,Pancakes,5
Basavanagudi,Cheese Vada Pav,5
JP Nagar,Veg Momos,5
Marathahalli,Egg Curry,5
Bellandur,Cup Cake,5
Richmond Road,Lamb Chops,5
Marathahalli,Club Kachori,5
Koramangala 7th Block,Idli,5
Kammanahalli,Neer Dosa,5
Indiranagar,Nutella Waffle,5
Indiranagar,Manchow Soup,5
Bannerghatta Road,Set Dosa,5
Basavanagudi,Dabeli,5
Basavanagudi,Masala Papad,5
Basavanagudi,Masala Chaach,5
Frazer Town,Lemonade,5
Commercial Street,Mysore Pak,5
MG Road,Pepper Chicken,5
Residency Road,Rolls,5
Whitefield,Croissants,5
Indiranagar,Paneer Tikka Masala,5
Koramangala 4th Block,Chocolate Momos,5
Kumaraswamy Layout,Pasta,5
JP Nagar,Lamb Burger,5
Bannerghatta Road,Chowmein,5
Richmond Road,Wine,5
Brookefield,Ginger Tea,5
Sarjapur Road,Onion Pakoda,5
Kammanahalli,Spicy Roll,5
Whitefield,Filter Coffee,5
Basavanagudi,Malpua,5
Basavanagudi,Mushroom Ghee Roast,5
Banashankari,Juicy Momos,5
Koramangala 7th Block,Veggie Roll,5
New BEL Road,Sandwiches,5
Banashankari,Chicken Grill,5
JP Nagar,Peri Peri Paneer Pizza,5
Sarjapur Road,Jumbo Shawarma,5
Sarjapur Road,Mutton Biryani,5
Frazer Town,Spring Roll,5
Brigade Road,Pork Sizzler,5
Koramangala 7th Block,Chicken Frankie,5
Frazer Town,Chocolate Mousse,5
Vasanth Nagar,Pie,5
Majestic,Mutton Biryani,5
Residency Road,Poha,5
Koramangala 4th Block,Chole,5
Kammanahalli,Tea,5
Kalyan Nagar,Tender Coconut Pudding,5
Banashankari,Chop Suey,5
St. Marks Road,Omelette,5
St. Marks Road,Podi Dosa,5
Marathahalli,Roti,5
Koramangala 4th Block,Kheer,5
Koramangala 7th Block,Belgian Chocolate Shake,5
Electronic City,Nachos,5
Indiranagar,Egg Tadka,5
Kalyan Nagar,Papdi Chaat,5
Whitefield,Paneer Biryani,5
Jayanagar,Peri Peri Chicken Salad,5
Sarjapur Road,Hyderabadi Dum Biryani,5
Frazer Town,Mixed Fried Rice,5
Brigade Road,Sizzler Brownie,5
Infantry Road,Raagi Roti,5
Brookefield,French Fries,5
Banashankari,Kung Pao Chicken,5
Lavelle Road,Burgers,5
Indiranagar,Spinach Corn Cheese,5
Richmond Road,Jasmine Rice,5
Brookefield,Gajar Ka Halwa,5
Frazer Town,Masala Tikka,5
HSR,Pakoda,5
Koramangala 7th Block,Cheese Roll,5
JP Nagar,Cheese Dosa,5
Bannerghatta Road,Chai,5
Frazer Town,Dum Aloo,5
Richmond Road,Oysters,5
Church Street,Malai Kofta,5
Koramangala 7th Block,Thick Shakes,5
Kammanahalli,Falafel Pita,5
Bellandur,Rolls,5
St. Marks Road,Rajasthani Thali,5
Brookefield,Gongura Biryani,5
Brookefield,Galauti Kebab,5
Koramangala 7th Block,Triple Choco Chip,5
Koramangala 7th Block,Middle Eastern Food,5
Kalyan Nagar,Raita,5
Residency Road,Dal Makhani,5
Frazer Town,Butter Naan,5
Koramangala 8th Block,Brownie,5
Commercial Street,Cheese Dosa,5
Marathahalli,Malabari Biryani,5
Whitefield,Ramen,5
Whitefield,Creme Brulee,5
Indiranagar,Mysore Pak,5
JP Nagar,Kachori,5
Koramangala 8th Block,Chocolate Fantasy,5
HSR,Paneer Lababdar,5
Indiranagar,Galauti Kebab,5
Whitefield,Sangria,5
Basavanagudi,Shawarma,5
HSR,Strawberry Shake,5
Whitefield,Chicken Tikka Biryani,5
Bellandur,Manchurian,5
Sarjapur Road,Fry Prawns,5
Brookefield,Mcmuffin,5
Whitefield,Butter Chicken Pizza,5
Koramangala 5th Block,Hazelnut Cappuccino,5
Electronic City,Chicken Pizza,5
Kalyan Nagar,Chowmein,5
JP Nagar,Rabri,5
Sarjapur Road,Cosmopolitan,5
Domlur,Lucknowi Biryani,5
Brookefield,Biryani Combo,5
Brookefield,Lime Soda,5
Brookefield,Spring Roll,5
Koramangala 5th Block,Patthar Ka Gosht,5
Jayanagar,Mexican Rice,5
Bannerghatta Road,Brinjal Curry,5
HSR,Mocha Chingri,5
Sarjapur Road,Thalassery Biryani,5
Sarjapur Road,Chicken Lollipop,5
Brookefield,Sandwiches,5
Indiranagar,Chicken Quiche,5
Bellandur,Sarso Da Saag,5
Bellandur,Tandoori Mushrooms,5
Brookefield,Chilli Potatoes,5
BTM,Banana Cake,5
Indiranagar,Wine,5
Banashankari,Rabri,5
Basavanagudi,Prawn Ghee Roast,5
Residency Road,Naan,5
Whitefield,Pumpkin Soup,5
Indiranagar,Fish Masala Fry,5
Koramangala 4th Block,Rava Dosa,5
Jayanagar,Masala Tea,5
Bannerghatta Road,Raita,5
Sarjapur Road,Dragon Chicken,5
Whitefield,Cabbage Salad,5
Indiranagar,Mutton Thali,5
Bannerghatta Road,Beer,5
Commercial Street,Thali,5
Brookefield,Bbq Chicken,5
HSR,Dum Biryani,5
Koramangala 7th Block,Falafel,5
Kammanahalli,Andhra Meal,5
HSR,English Breakfast,5
Kalyan Nagar,Faluda,5
Residency Road,Pongal,5
HSR,Whopper Burger,5
Bellandur,Brownie Fudge Sundae,5
Sarjapur Road,Chicken Guntur,5
Frazer Town,Bheja Fry,5
Brigade Road,Bulgogi,5
Lavelle Road,Faluda,5
St. Marks Road,Rava Masala Dosa,5
Lavelle Road,Fish Grill,5
BTM,Nolen Gur,5
Kammanahalli,Fries,5
Koramangala 5th Block,Tacos,5
Vasanth Nagar,Cappuccino,5
Seshadripuram,Apple Pie,5
Seshadripuram,Fudge Cake,5
Banashankari,Paneer Parantha,5
Koramangala 8th Block,Cheesecake,5
Marathahalli,Curd Rice,5
Brookefield,Appam,5
Bellandur,Matar Paneer,5
HSR,Barbeque Chicken Pizza,5
Residency Road,Lassi,5
BTM,Egg Puff,5
Banashankari,Veg Manchow Soup,5
Banashankari,Crispy Corn,5
Indiranagar,Faluda,5
